term,Estimate,Std. Error,t value,Pr(>|t|),model,ci_lower,ci_upper
political_partyIndependent,-1.3843826939042314,1.1787965296513414,-1.1744034352677448,0.2402634021838352,OLS mask usage 2+ non-HH (weighted),-3.6948238920208607,0.9260585042123979
political_partyDemocrat,8.975265844725685,1.0491436754725607,8.55484911604981,1.3663750714845961e-17,OLS mask usage 2+ non-HH (weighted),6.918944240799466,11.031587448651905
