census_region,contacts_mean_Democrat,contacts_mean_Independent,contacts_mean_Republican,mask_mean_Democrat,mask_mean_Independent,mask_mean_Republican,contacts_gap_rd,contacts_gap_id,mask_gap_dr,mask_gap_di
Northeast,5.321289077393096,5.6948656768213946,6.422920084939754,69.31582229635936,61.495392918951346,60.66782760164254,1.1016310075466587,0.3735765994282989,8.647994694716814,7.820429377408011
Midwest,5.275045860679696,6.109866060681094,6.982625507675964,59.80169078571258,42.09339641544133,48.06922739005808,1.707579646996268,0.8348202000013982,11.732463395654499,17.708294370271247
South,5.7997491989750545,6.027916530644426,6.660308538631117,61.11213986458173,44.910325859226134,52.84790844979976,0.8605593396560627,0.2281673316693711,8.264231414781968,16.201814005355594
West,4.926483557615,5.323044601034883,6.551783687873417,67.1890179059235,57.11685710905433,52.6084257664177,1.6253001302584176,0.39656104341988296,14.580592139505804,10.072160796869177
